Date,Close
2016-01-04,8.16505241394043
2016-01-05,8.01893424987793
2016-01-06,7.662407398223877
2016-01-07,7.422773361206055
2016-01-08,7.329258441925049
2016-01-11,7.463686466217041
2016-01-12,7.510444164276123
2016-01-13,7.1305389404296875
2016-01-14,7.124693393707275
2016-01-15,6.996110916137695
2016-01-19,6.984420299530029
2016-01-20,6.955195903778076
2016-01-21,7.0194902420043945
2016-01-22,7.095469951629639
2016-01-25,7.001951694488525
2016-01-26,7.1656084060668945
2016-01-27,7.1595659255981445
2016-01-28,7.074978828430176
2016-01-29,7.213943004608154
2016-02-01,7.292484283447266
2016-02-02,6.954143047332764
2016-02-03,6.92393159866333
2016-02-04,6.966226100921631
2016-02-05,6.917890548706055
2016-02-08,7.002478122711182
2016-02-09,6.8574724197387695
2016-02-10,6.851433753967285
2016-02-11,6.748720645904541
2016-02-12,6.978308200836182
2016-02-16,7.171648979187012
2016-02-17,7.4133219718933105
2016-02-18,7.407281398773193
2016-02-19,7.310611248016357
2016-02-22,7.588537693023682
2016-02-23,7.503951549530029
2016-02-24,7.298528671264648
2016-02-25,7.485823631286621
2016-02-26,7.534158229827881
2016-02-29,7.558326721191406
2016-03-01,7.908751010894775
2016-03-02,7.987295627593994
2016-03-03,8.180634498596191
2016-03-04,8.210844039916992
2016-03-07,8.228968620300293
2016-03-08,7.993338584899902
2016-03-09,7.969170093536377
2016-03-10,7.945000648498535
2016-03-11,8.029587745666504
2016-03-14,8.017505645751953
2016-03-15,7.993338584899902
2016-03-16,8.156466484069824
2016-03-17,8.138343811035156
2016-03-18,8.241052627563477
2016-03-21,8.253134727478027
2016-03-22,8.210844039916992
2016-03-23,8.011463165283203
2016-03-24,7.890626907348633
2016-03-28,7.908751010894775
2016-03-29,7.975213527679443
2016-03-30,8.065838813781738
2016-03-31,8.156466484069824
2016-04-01,7.914795875549316
2016-04-04,7.733538627624512
2016-04-05,7.7154130935668945
2016-04-06,7.745623588562012
2016-04-07,7.56436824798584
2016-04-08,7.582495212554932
2016-04-11,7.648952484130859
2016-04-12,7.739580154418945
2016-04-13,7.890626907348633
2016-04-14,7.908751010894775
2016-04-15,7.818122863769531
2016-04-18,8.005419731140137
2016-04-19,8.120216369628906
2016-04-20,8.241052627563477
2016-04-21,8.24709415435791
2016-04-22,8.222928047180176
2016-04-25,8.204801559448242
2016-04-26,8.307512283325195
2016-04-27,8.344161987304688
2016-04-28,8.606828689575195
2016-04-29,8.28307819366455
2016-05-02,8.319729804992676
2016-05-03,8.203669548034668
2016-05-04,8.13036823272705
2016-05-05,8.136475563049316
