Date,Close
2016-01-04,92.7034912109375
2016-01-05,92.4592514038086
2016-01-06,90.35267639160156
2016-01-07,88.20799255371094
2016-01-08,86.2922592163086
2016-01-11,87.62791442871094
2016-01-12,88.40644073486328
2016-01-13,87.76530456542969
2016-01-14,88.75752258300781
2016-01-15,85.941162109375
2016-01-19,87.78819274902344
2016-01-20,85.1092300415039
2016-01-21,84.7962875366211
2016-01-22,88.49800872802734
2016-01-25,86.55938720703125
2016-01-26,87.27682495117188
2016-01-27,88.01717376708984
2016-01-28,88.62777709960938
2016-01-29,91.61205291748047
2016-02-01,91.89443969726562
2016-02-02,90.82589721679688
2016-02-03,87.76530456542969
2016-02-04,87.23104095458984
2016-02-05,84.25439453125
2016-02-08,83.2927017211914
2016-02-09,81.54487609863281
2016-02-10,81.4914321899414
2016-02-11,80.2015609741211
2016-02-12,80.33894348144531
2016-02-16,82.59050750732422
2016-02-17,82.52945709228516
2016-02-18,82.01044464111328
2016-02-19,80.37710571289062
2016-02-22,81.43040466308594
2016-02-23,80.61371612548828
2016-02-24,79.82757568359375
2016-02-25,80.5755615234375
2016-02-26,80.24737548828125
2016-02-29,79.4535903930664
2016-03-01,81.21668243408203
2016-03-02,81.65937042236328
2016-03-03,82.86529541015625
2016-03-04,83.61325073242188
2016-03-07,82.36154174804688
2016-03-08,80.766357421875
2016-03-09,81.09456634521484
2016-03-10,81.72805786132812
2016-03-11,83.39192199707031
2016-03-14,83.15531158447266
2016-03-15,81.83489990234375
2016-03-16,82.07915496826172
2016-03-17,82.37682342529297
2016-03-18,81.36167907714844
2016-03-21,81.77384948730469
2016-03-22,82.88819122314453
2016-03-23,82.50656127929688
2016-03-24,81.14798736572266
2016-03-28,82.9568862915039
2016-03-29,84.25943756103516
2016-03-30,83.67620849609375
2016-03-31,82.6808090209961
2016-04-01,80.5188980102539
2016-04-04,78.83914947509766
2016-04-05,76.78612518310547
2016-04-06,77.38493347167969
2016-04-07,76.420654296875
2016-04-08,78.27925872802734
2016-04-11,76.5450668334961
2016-04-12,78.99469757080078
2016-04-13,81.07882690429688
2016-04-14,81.62318420410156
2016-04-15,80.62776947021484
2016-04-18,80.3789291381836
2016-04-19,81.4209976196289
2016-04-20,81.53763580322266
2016-04-21,81.9964599609375
2016-04-22,83.55956268310547
2016-04-25,83.47400665283203
2016-04-26,83.45846557617188
2016-04-27,82.71969604492188
2016-04-28,80.06787872314453
2016-04-29,79.0880126953125
2016-05-02,79.68680572509766
2016-05-03,78.89358520507812
2016-05-04,78.24813842773438
2016-05-05,78.75362396240234
2016-05-06,79.29019927978516
2016-05-09,79.7956771850586
2016-05-10,81.51432800292969
2016-05-11,76.55284881591797
2016-05-12,78.83914947509766
2016-05-13,77.60269165039062
2016-05-16,78.40367889404297
2016-05-17,78.2403793334961
2016-05-18,78.95581817626953
2016-05-19,77.46271514892578
2016-05-20,78.2403793334961
2016-05-23,77.41605377197266
2016-05-24,78.2636947631836
2016-05-25,79.80345916748047
2016-05-26,79.53128051757812
2016-05-27,78.22480010986328
2016-05-31,80.4178237915039
2016-06-01,80.3555908203125
2016-06-02,80.73664855957031
2016-06-03,80.48780822753906
2016-06-06,82.07423400878906
2016-06-07,82.03534698486328
2016-06-08,82.15977478027344
2016-06-09,81.26546478271484
2016-06-10,80.2544937133789
2016-06-13,79.08023834228516
2016-06-14,78.6058578491211
2016-06-15,79.69459533691406
2016-06-16,79.31352996826172
2016-06-17,80.28560638427734
2016-06-20,82.27642822265625
2016-06-21,83.30292510986328
2016-06-22,82.82078552246094
2016-06-23,85.50372314453125
2016-06-24,80.84552001953125
2016-06-27,77.96818542480469
2016-06-28,77.64935302734375
2016-06-29,78.94802856445312
2016-06-30,77.75821685791016
2016-07-01,77.48603820800781
2016-07-05,77.1282958984375
2016-07-06,77.59490966796875
2016-07-07,78.22480010986328
2016-07-08,79.37574005126953
2016-07-11,82.16755676269531
2016-07-12,82.85189819335938
2016-07-13,83.87838745117188
2016-07-14,83.97172546386719
2016-07-15,84.62496185302734
2016-07-18,84.77271270751953
2016-07-19,84.42276000976562
2016-07-20,84.99822998046875
2016-07-21,84.65605926513672
2016-07-22,85.29373931884766
2016-07-25,85.29373931884766
2016-07-26,85.23151397705078
2016-07-27,85.98587036132812
2016-07-28,86.13360595703125
2016-07-29,86.7868423461914
2016-08-01,86.4991226196289
2016-08-02,85.51925659179688
2016-08-03,85.5970230102539
2016-08-04,87.3389892578125
2016-08-05,90.17744445800781
2016-08-08,91.3050537109375
2016-08-09,91.31282043457031
2016-08-10,90.94731903076172
2016-08-11,91.58502197265625
2016-08-12,91.60055541992188
2016-08-15,91.437255859375
2016-08-16,91.2039566040039
2016-08-17,92.69706726074219
2016-08-18,92.49488067626953
2016-08-19,93.02368927001953
